Poecilia_formosa.PoeFor_5.1.2.cds.longest	48698
Poecilia_latipinna.P_latipinna-1.0.cds.longest	48699
Poecilia_mexicana.P_mexicana-1.0.cds.longest	48701
Poecilia_reticulata.Guppy_female_1.0_MT.cds.longest	8081
Pogona_vitticeps.pvi1.1.cds.longest	103695
Pongo_abelii.Susie_PABv2.cds.longest	9601
Procavia_capensis.proCap1.cds.longest	9813
Prolemur_simus.Prosim_1.0.cds.longest	1328070
Propithecus_coquereli.Pcoq_1.0.cds.longest	379532
Pseudonaja_textilis.EBS10Xv2-PRI.cds.longest	8673
Pteropus_vampyrus.pteVam1.cds.longest	132908
Pundamilia_nyererei.PunNye1.0.cds.longest	303518
Pygocentrus_nattereri.Pygocentrus_nattereri-1.0.2.cds.longest	42514
Rattus_norvegicus.mRatBN7.2.cds.longest	10116
Rhinolophus_ferrumequinum.mRhiFer1_v1.p.cds.longest	59479
Rhinopithecus_bieti.ASM169854v1.cds.longest	61621
Rhinopithecus_roxellana.Rrox_v1.cds.longest	61622
Saccharomyces_cerevisiae.R64-1-1.cds.longest	559292
Saimiri_boliviensis_boliviensis.SaiBol1.0.cds.longest	39432
Salarias_fasciatus.fSalaFa1.1.cds.longest	181472
Salmo_salar.ICSASG_v2.cds.longest	8030
Salmo_trutta.fSalTru1.1.cds.longest	8032
Salvator_merianae.HLtupMer3.cds.longest	96440
Sander_lucioperca.SLUC_FBN_1.cds.longest	283035
Sarcophilus_harrisii.mSarHar1.11.cds.longest	9305
Sciurus_vulgaris.mSciVul1.1.cds.longest	55149
Scleropages_formosus.fSclFor1.1.cds.longest	113540
Scophthalmus_maximus.ASM1334776v1.cds.longest	52904
Serinus_canaria.SCA1.cds.longest	9135
Seriola_dumerili.Sdu_1.0.cds.longest	41447
Seriola_lalandi_dorsalis.Sedor1.cds.longest	1841481
Sinocyclocheilus_anshuiensis.SAMN03320099.WGS_v1.1.cds.longest	1608454
Sinocyclocheilus_grahami.SAMN03320097.WGS_v1.1.cds.longest	75366
Sinocyclocheilus_rhinocerous.SAMN03320098_v1.1.cds.longest	307959
Sorex_araneus.COMMON_SHREW1.cds.longest	42254
Sparus_aurata.fSpaAur1.1.cds.longest	8175
Spermophilus_dauricus.ASM240643v1.cds.longest	99837
Sphaeramia_orbicularis.fSphaOr1.1.cds.longest	375764
Sphenodon_punctatus.ASM311381v1.cds.longest	8508
Stachyris_ruficeps.ASM869450v1.cds.longest	181631
Stegastes_partitus.Stegastes_partitus-1.0.2.cds.longest	144197
Strigops_habroptila.bStrHab1_v1.p.cds.longest	2489341
Strix_occidentalis_caurina.Soccid_v01.cds.longest	311401
Struthio_camelus_australis.ASM69896v1.cds.longest	441894
Suricata_suricatta.meerkat_22Aug2017_6uvM2_HiC.cds.longest	37032
Sus_scrofa.Sscrofa11.1.cds.longest	9823
Sus_scrofa_bamei.Bamei_pig_v1.cds.longest	9823
Sus_scrofa_berkshire.Berkshire_pig_v1.cds.longest	9823
Sus_scrofa_hampshire.Hampshire_pig_v1.cds.longest	9823
Sus_scrofa_jinhua.Jinhua_pig_v1.cds.longest	9823
Sus_scrofa_landrace.Landrace_pig_v1.cds.longest	9823
Sus_scrofa_largewhite.Large_White_v1.cds.longest	9823
Sus_scrofa_meishan.Meishan_pig_v1.cds.longest	9823
Sus_scrofa_pietrain.Pietrain_pig_v1.cds.longest	9823
Sus_scrofa_rongchang.Rongchang_pig_v1.cds.longest	9823
Sus_scrofa_tibetan.Tibetan_Pig_v2.cds.longest	9823
Sus_scrofa_usmarc.USMARCv1.0.cds.longest	9823
Sus_scrofa_wuzhishan.minipig_v1.0.cds.longest	9823
Taeniopygia_guttata.bTaeGut1_v1.p.cds.longest	59729
Takifugu_rubripes.fTakRub1.2.cds.longest	31033
Terrapene_carolina_triunguis.T_m_triunguis-2.0.cds.longest	2587831
Tetraodon_nigroviridis.TETRAODON8.cds.longest	99883
Theropithecus_gelada.Tgel_1.0.cds.longest	9565
Tupaia_belangeri.TREESHREW.cds.longest	37347
Tursiops_truncatus.turTru1.cds.longest	9739
Urocitellus_parryii.ASM342692v1.cds.longest	9999
Ursus_americanus.ASM334442v1.cds.longest	9643
Ursus_maritimus.UrsMar_1.0.cds.longest	29073
Ursus_thibetanus_thibetanus.ASM966005v1.cds.longest	441215
Varanus_komodoensis.ASM479886v1.cds.longest	61221
Vicugna_pacos.vicPac1.cds.longest	30538
Vombatus_ursinus.bare-nosed_wombat_genome_assembly.cds.longest	29139
Vulpes_vulpes.VulVul2.2.cds.longest	9627
Xenopus_tropicalis.Xenopus_tropicalis_v9.1.cds.longest	8364
Xtropicalisv9.0.Named.primaryTrs.pep	8364
Xiphophorus_couchianus.Xiphophorus_couchianus-4.0.1.cds.longest	32473
Xiphophorus_maculatus.X_maculatus-5.0-male.cds.longest	8083
Zalophus_californianus.mZalCal1.pri.cds.longest	9704
Zonotrichia_albicollis.Zonotrichia_albicollis-1.0.1.cds.longest	44394
Zosterops_lateralis_melanops.ASM128173v1.cds.longest	1220523
